run_uid,question_id,dataset,is_representative,is_correct,probe_margin,se_probe_margin,entropy_baseline_margin,probe_prob_correct,se_probe_prob_high,entropy_baseline_prob,semantic_entropy,mean_think_entropy,think_token_len,think_char_len,umap_x,umap_y
math-254-8,254,math,False,True,7.79204,-5.77407,0.06717,0.99959,0.0031,0.51679,-0.0,0.16702,601,1903,3.6779,9.61278
math-145-6,145,math,False,True,15.38391,-8.17748,0.87839,1.0,0.00028,0.70649,-0.0,0.11862,562,1428,4.96352,9.54167
math-106-9,106,math,False,True,3.05191,-3.59776,0.88611,0.95487,0.02666,0.70809,-0.0,0.11816,1451,3345,0.43332,7.86253
math-353-5,353,math,False,False,-33.45205,-13.96102,0.14136,0.0,0.0,0.53528,-0.0,0.16259,8192,4,-19.0307,-1.24627
math-477-9,477,math,False,False,-1.41422,7.63234,-0.80541,0.19557,0.99952,0.30887,0.63903,0.21908,979,3261,2.29788,7.79695
math-175-1,175,math,False,True,1.66223,-3.32803,0.17562,0.84054,0.03462,0.54379,-0.0,0.16055,1215,3863,1.12681,6.10235
math-488-1,488,math,False,True,10.21515,-6.63716,0.75067,0.99996,0.00131,0.67932,-0.0,0.12624,976,2403,1.15463,9.49472
math-98-4,98,math,False,False,-5.88295,7.20506,-1.7784,0.00278,0.99926,0.1445,0.94045,0.27712,1532,5032,1.39355,8.45042
math-348-7,348,math,False,True,4.54305,-6.31641,1.14025,0.98947,0.0018,0.75773,-0.0,0.103,1404,3415,13.60813,11.94012
math-137-8,137,math,True,False,-25.8641,5.57108,-0.45197,0.0,0.99621,0.38889,-0.0,0.19799,8192,4,-18.29549,-0.38967
math-412-5,412,math,False,True,6.12918,-4.30298,-0.30367,0.99783,0.01335,0.42466,-0.0,0.18914,828,3061,2.46201,8.21615
math-273-4,273,math,False,True,6.90574,6.24883,0.54167,0.999,0.99807,0.6322,0.32508,0.13871,2943,6032,15.80572,11.55316
math-293-7,293,math,False,True,5.50084,4.4812,1.12087,0.99593,0.98881,0.75415,0.5004,0.10415,5307,10090,-2.61395,4.85661
math-429-5,429,math,False,True,9.25989,2.52783,-0.59934,0.9999,0.92607,0.35449,0.63903,0.20678,5106,13570,18.39733,7.21342
math-498-9,498,math,False,False,-42.17642,-3.90607,-0.96614,0.0,0.01972,0.27565,-0.0,0.22867,8192,4,-19.33109,-3.70794
math-122-1,122,math,False,True,7.48514,-17.88641,0.97342,0.99944,0.0,0.7258,-0.0,0.11295,469,1381,5.6298,9.89125
math-397-5,397,math,False,True,4.4097,9.83554,-0.7276,0.98799,0.99995,0.32572,0.89795,0.21443,7350,20348,-3.65212,4.92649
math-131-9,131,math,False,True,2.83275,-4.31667,0.26661,0.94442,0.01317,0.56626,-0.0,0.15512,4069,8022,-1.38641,5.69692
math-458-3,458,math,False,True,9.16007,-9.29399,0.14264,0.99989,9e-05,0.5356,-0.0,0.16252,287,904,3.38629,10.02192
math-311-3,311,math,False,True,16.71617,-14.25822,0.13218,1.0,0.0,0.533,-0.0,0.16314,1198,3227,0.64081,8.42273
math-36-6,36,math,False,True,7.09681,-10.76114,0.84196,0.99917,2e-05,0.69888,-0.0,0.12079,1021,2325,-1.16252,5.79053
math-295-0,295,math,False,False,-6.43003,18.30465,-0.71644,0.00161,1.0,0.32818,0.89795,0.21377,8192,4,-19.55057,-3.70263
math-414-8,414,math,False,True,7.25524,-14.64382,0.6437,0.99929,0.0,0.65559,-0.0,0.13262,440,1199,3.30511,11.43344
math-5-3,5,math,False,False,-9.01662,4.81472,-1.73098,0.00012,0.99196,0.15046,2.30259,0.2743,2210,6555,-2.08147,7.46024
math-473-9,473,math,False,True,3.76369,-8.08657,0.90519,0.97733,0.00031,0.71201,-0.0,0.11702,727,1914,2.44547,9.44737
math-134-0,134,math,False,True,5.50785,2.97081,0.38375,0.99596,0.95124,0.59478,0.32508,0.14813,1085,3687,1.93858,8.56047
math-212-7,212,math,False,True,9.78329,-9.78865,0.43582,0.99994,6e-05,0.60726,-0.0,0.14502,985,2488,0.71812,9.82926
math-95-3,95,math,False,False,-11.58422,16.30715,-1.54977,1e-05,1.0,0.17512,0.63903,0.26348,7748,24544,-3.53834,4.86418
math-302-2,302,math,True,False,11.07524,2.39902,0.10787,0.99998,0.91675,0.52694,0.32508,0.16459,3129,7865,-2.637,7.01482
math-410-4,410,math,False,True,3.6581,2.86116,0.48752,0.97487,0.94589,0.61952,0.32508,0.14194,4111,10439,14.6777,10.14643
math-210-0,210,math,False,True,6.74758,-4.98485,-0.25363,0.99883,0.00679,0.43693,-0.0,0.18616,2969,6972,18.20839,6.15195
math-395-5,395,math,True,True,10.37703,11.9262,0.67826,0.99997,0.99999,0.66335,0.32508,0.13056,4136,9521,14.79975,9.99419
math-337-9,337,math,False,True,12.37318,-10.24161,1.19669,1.0,4e-05,0.76794,-0.0,0.09963,838,1832,1.42369,9.96444
math-340-7,340,math,False,True,7.96137,-4.08187,0.18218,0.99965,0.0166,0.54542,-0.0,0.16016,2397,6421,-1.23682,7.62172
math-39-7,39,math,True,True,7.54867,-6.36083,0.92398,0.99947,0.00172,0.71585,-0.0,0.1159,514,1424,4.11396,9.76148
math-291-9,291,math,False,True,9.99847,-10.76902,1.2474,0.99995,2e-05,0.77685,-0.0,0.09661,1179,2821,13.71784,11.72153
math-87-3,87,math,False,True,15.1691,-6.66318,-0.26714,1.0,0.00128,0.43361,-0.0,0.18696,361,1370,3.48637,8.95316
math-472-4,472,math,False,True,9.52611,-14.23096,1.39615,0.99993,0.0,0.80157,-0.0,0.08773,632,1561,3.24082,9.13251
math-163-5,163,math,False,True,6.69985,-7.68022,0.68378,0.99877,0.00046,0.66458,-0.0,0.13023,1939,5235,-0.65503,7.94558
math-259-0,259,math,True,True,5.62754,-5.02205,1.17331,0.99642,0.00655,0.76374,0.32508,0.10103,796,2307,2.56585,8.17504
math-31-0,31,math,True,False,-2.75028,-5.99717,-0.61427,0.06007,0.00248,0.35108,-0.0,0.20767,1306,3424,13.79747,11.87672
math-410-6,410,math,True,True,8.70444,5.31635,0.55447,0.99983,0.99511,0.63517,0.32508,0.13795,4779,12534,15.16888,10.26981
math-406-0,406,math,True,True,6.29662,5.21823,-0.82482,0.99816,0.99461,0.30474,0.32508,0.22023,1029,3819,2.05994,8.16032
math-91-1,91,math,False,True,10.63934,-17.08785,0.74807,0.99998,0.0,0.67876,-0.0,0.1264,567,1635,3.81267,9.47819
math-346-4,346,math,False,True,3.88434,-3.82601,0.55136,0.97985,0.02133,0.63445,-0.0,0.13813,549,1414,3.44274,3.74348
math-434-3,434,math,False,True,-0.50697,3.94139,1.26711,0.37591,0.98095,0.78025,-0.0,0.09543,1530,3052,-0.46733,8.76722
math-128-9,128,math,True,False,-3.48311,-5.59361,0.73253,0.0298,0.00371,0.67536,-0.0,0.12732,1810,4563,13.70167,11.78158
math-85-3,85,math,False,True,10.27599,-7.55003,1.3461,0.99997,0.00053,0.79349,-0.0,0.09072,1837,4620,14.9701,11.79492
math-41-2,41,math,True,True,13.19996,-8.92647,0.36171,1.0,0.00013,0.58945,0.32508,0.14945,1190,3471,1.57252,8.84077
math-36-7,36,math,False,True,0.10266,-11.46547,1.04684,0.52564,1e-05,0.74017,-0.0,0.10857,1136,2597,13.86232,11.28689
math-170-1,170,math,False,False,-2.48024,3.3287,0.8842,0.07725,0.9654,0.70769,0.63903,0.11827,543,1719,3.26161,9.79277
math-235-1,235,math,False,True,8.18872,-13.89183,0.74398,0.99972,0.0,0.67786,-0.0,0.12664,2603,6196,15.83843,12.41408
math-271-8,271,math,False,True,7.0386,-4.61678,-0.4069,0.99912,0.00979,0.39966,-0.0,0.1953,1050,3186,2.70347,8.35764
math-183-7,183,math,False,True,8.1199,-10.19,1.41163,0.9997,4e-05,0.80402,-0.0,0.08681,545,1354,3.66615,9.01972
math-228-2,228,math,False,False,-7.71644,6.657,-1.69586,0.00045,0.99872,0.15501,2.30259,0.2722,518,1961,2.40074,10.04995
math-350-5,350,math,False,False,-51.17974,8.46539,-1.9246,0.0,0.99979,0.12735,0.32508,0.28585,8192,4,-17.8819,-0.20617
math-347-1,347,math,False,True,6.6479,-16.55037,1.23703,0.9987,0.0,0.77505,-0.0,0.09722,1043,2608,12.95776,11.40196
math-48-8,48,math,False,True,6.97865,-7.66237,0.50561,0.99907,0.00047,0.62378,-0.0,0.14086,1012,3218,15.75241,12.14008
math-213-2,213,math,False,True,4.32677,-7.01839,1.14429,0.98696,0.00089,0.75847,-0.0,0.10276,834,2653,2.75412,8.20792
math-196-3,196,math,False,True,16.80101,-13.64985,1.25452,1.0,0.0,0.77808,-0.0,0.09618,3015,6224,-1.36714,6.99508
math-284-5,284,math,False,True,9.64024,-5.34008,0.35306,0.99993,0.00477,0.58736,-0.0,0.14996,831,2342,1.75327,10.10777
math-116-7,116,math,False,True,5.79415,-4.78055,0.48314,0.99696,0.00832,0.61849,-0.0,0.1422,1008,3009,1.23469,9.3525
math-440-5,440,math,False,True,3.18904,-2.92418,1.48254,0.96042,0.05097,0.81496,-0.0,0.08258,3267,7562,0.02659,5.80358
math-254-6,254,math,False,True,4.52204,-6.0739,0.59602,0.98925,0.0023,0.64475,-0.0,0.13547,509,1520,3.77054,9.69588
math-59-6,59,math,False,True,1.75543,5.04491,0.77342,0.85264,0.9936,0.68426,0.32508,0.12488,1381,2663,0.22855,10.77557
math-83-6,83,math,False,False,-64.60253,-5.86693,-2.14667,0.0,0.00282,0.10464,-0.0,0.2991,8192,4,-17.93841,0.28933
math-206-9,206,math,False,True,3.39129,-5.95933,1.1289,0.96743,0.00257,0.75564,-0.0,0.10368,2840,7358,14.64401,11.02881
math-277-3,277,math,False,True,3.51417,-7.10725,0.79545,0.97109,0.00082,0.689,-0.0,0.12357,2997,7584,-1.29928,6.88305
math-276-7,276,math,False,True,16.9948,-20.51382,1.27218,1.0,0.0,0.78112,-0.0,0.09513,393,952,-1.35005,1.12888
math-217-3,217,math,False,True,-5.47263,0.15934,0.27339,0.00418,0.53975,0.56793,0.94045,0.15472,961,2829,1.4952,7.80977
math-196-5,196,math,False,True,21.58194,-11.56429,1.0436,1.0,1e-05,0.73954,-0.0,0.10876,1313,3104,0.50258,8.47646
math-223-9,223,math,False,False,-59.33515,9.98615,-1.10125,0.0,0.99995,0.24951,0.5004,0.23673,8192,4,-19.38781,-2.25695
math-311-0,311,math,False,True,16.18334,-14.14838,0.04743,1.0,0.0,0.51186,-0.0,0.1682,1598,4502,0.44324,8.44236
math-323-4,323,math,False,True,10.06488,-18.20323,0.46693,0.99996,0.0,0.61466,-0.0,0.14317,814,2028,-1.38269,1.17561
math-365-3,365,math,True,True,12.81273,-5.68161,-1.15782,1.0,0.0034,0.23906,-0.0,0.2401,6592,19017,19.20484,6.73791
math-20-9,20,math,False,False,-18.36671,11.16868,-1.27014,0.0,0.99999,0.21923,0.94045,0.2468,8192,4,-19.57326,-3.6526
math-89-6,89,math,False,False,-34.65796,-6.37693,-1.05658,0.0,0.0017,0.25796,-0.0,0.23406,8192,4,-19.32195,-3.64096
math-164-1,164,math,True,True,8.52223,-5.08687,0.46,0.9998,0.00614,0.61301,-0.0,0.14358,4525,11728,15.59358,10.2882
math-457-7,457,math,False,True,1.9596,6.86737,1.13725,0.87649,0.99896,0.75717,1.35924,0.10318,3317,7333,13.28539,10.78947
math-2-2,2,math,False,False,-35.83117,5.1199,-0.69042,0.0,0.99406,0.33394,0.67301,0.21222,8192,4,-18.3637,-3.66141
math-235-3,235,math,False,True,12.78797,-13.37288,0.71725,1.0,0.0,0.672,-0.0,0.12823,1709,3978,15.68082,12.64965
math-407-8,407,math,False,True,16.04244,-11.57322,0.59201,1.0,1e-05,0.64383,-0.0,0.13571,517,1321,2.96543,9.79992
math-197-1,197,math,False,True,10.52176,-13.41508,0.53127,0.99997,0.0,0.62978,-0.0,0.13933,863,1907,5.61995,9.23153
math-342-7,342,math,False,True,11.45507,-7.39654,-0.28986,0.99999,0.00061,0.42804,-0.0,0.18832,1179,3759,13.05785,11.4511
math-461-6,461,math,False,False,-38.38623,-6.25173,-1.55198,0.0,0.00192,0.1748,-0.0,0.26362,8192,4,-19.06296,-3.43448
math-185-4,185,math,False,False,-40.97238,9.99678,-0.68001,0.0,0.99995,0.33626,0.94045,0.21159,8192,4,-19.7321,-3.30217
math-309-5,309,math,False,False,-32.56856,13.34593,-0.8283,0.0,1.0,0.304,-0.0,0.22044,8192,4,-18.10356,-3.69331
math-303-5,303,math,False,True,6.48167,4.77093,0.33666,0.99847,0.9916,0.58338,0.89795,0.15094,5887,11179,-3.18915,5.51381
math-95-1,95,math,False,False,-51.28595,4.32362,-3.10595,0.0,0.98692,0.04286,0.63903,0.35633,8192,4,-19.17169,-3.32093
math-161-1,161,math,False,True,4.83132,-9.50511,0.39413,0.99209,7e-05,0.59728,-0.0,0.14751,719,1926,2.65606,9.10217
math-211-4,211,math,False,False,-24.65382,4.06596,-0.69743,0.0,0.98314,0.33238,0.94335,0.21263,8192,4,-18.01297,-0.19641
math-493-6,493,math,False,True,4.69004,-4.47195,0.01655,0.9909,0.0113,0.50414,-0.0,0.17004,962,2983,12.72811,12.56443
math-159-0,159,math,False,True,7.40498,-2.68805,0.99983,0.99939,0.06368,0.73103,-0.0,0.11138,1799,3815,0.05373,7.93728
math-409-8,409,math,True,False,-3.13618,3.38341,-0.14249,0.04164,0.96718,0.46444,0.61086,0.17953,5720,14814,-3.07276,5.43928
math-246-4,246,math,False,True,8.68904,-9.14031,1.41687,0.99983,0.00011,0.80485,-0.0,0.0865,3523,6891,16.19331,12.51875
math-74-3,74,math,False,True,8.48243,-7.08202,0.32135,0.99979,0.00084,0.57965,-0.0,0.15185,1185,3008,0.69119,8.57812
math-67-1,67,math,False,True,6.7763,-20.16816,1.02264,0.99886,0.0,0.73549,-0.0,0.11002,1113,2672,1.19118,5.83008
math-373-2,373,math,False,False,-8.0253,5.99436,-0.03776,0.00033,0.99751,0.49056,0.80182,0.17328,4849,12978,14.96653,10.06306
math-290-9,290,math,False,True,5.95385,-2.94566,0.50525,0.99741,0.04994,0.62369,-0.0,0.14088,3659,9382,15.7262,10.7735
math-273-5,273,math,False,True,3.18611,4.43697,0.97723,0.96031,0.98831,0.72656,0.32508,0.11272,2569,5184,15.84016,11.51331
math-386-4,386,math,False,True,2.40539,8.76197,0.80851,0.91724,0.99984,0.69179,1.22753,0.12279,1697,3791,3.65932,6.08795
math-87-7,87,math,False,True,12.55291,-10.05227,-0.18596,1.0,4e-05,0.45364,-0.0,0.18212,558,1946,3.45822,8.93647
math-295-4,295,math,False,False,-2.7077,4.0018,-0.90089,0.06252,0.98205,0.28887,0.89795,0.22477,7874,18942,18.66351,6.83906
math-277-5,277,math,False,True,3.99358,-2.98802,0.6724,0.9819,0.04797,0.66204,-0.0,0.13091,3600,8864,-1.83426,6.64784
math-113-4,113,math,True,False,12.9749,-5.38943,0.41027,1.0,0.00454,0.60115,1.74807,0.14655,1754,4859,14.89321,11.39958
math-155-0,155,math,False,False,-45.9229,-5.43495,-2.93402,0.0,0.00434,0.0505,-0.0,0.34607,8192,4,-18.65648,-3.77251
math-19-2,19,math,True,False,-16.89135,-33.06963,-2.32088,0.0,0.0,0.08941,-0.0,0.30949,8192,4,-19.28501,-2.81163
math-65-1,65,math,False,False,-4.41573,7.93768,1.2588,0.01194,0.99964,0.77882,0.89795,0.09593,7597,15844,-3.03508,4.94716
math-405-5,405,math,False,True,18.60517,-13.57118,0.76255,1.0,0.0,0.68191,-0.0,0.12553,515,1717,2.95943,7.51573
math-181-5,181,math,True,True,5.41357,3.17205,0.87091,0.99556,0.95977,0.70493,0.63903,0.11907,1575,3749,0.40242,7.69256
math-363-6,363,math,False,False,-4.54256,5.30405,-0.51868,0.01053,0.99505,0.37316,0.32508,0.20197,1012,4085,14.46861,12.06491
math-233-4,233,math,False,True,7.08269,4.19831,0.05747,0.99916,0.9852,0.51436,1.16828,0.1676,7074,15634,-3.01105,4.95395
math-344-2,344,math,False,True,8.14384,-6.90538,-0.18962,0.99971,0.001,0.45274,-0.0,0.18234,1173,4073,1.64195,8.16622
math-355-6,355,math,False,True,6.91791,-4.96455,-1.36758,0.99901,0.00693,0.20301,-0.0,0.25261,3276,10554,18.23673,6.18777
math-38-7,38,math,False,True,5.4852,-6.87387,-0.98935,0.99587,0.00103,0.27104,-0.0,0.23005,852,3238,2.2075,8.96107
math-239-9,239,math,False,True,12.70451,-7.2139,0.92024,1.0,0.00074,0.71509,-0.0,0.11612,1897,5459,15.82512,12.74992
math-393-4,393,math,False,False,-24.21218,-4.96294,-1.67893,0.0,0.00694,0.15724,-0.0,0.27119,8192,4,-18.0491,-3.6083
math-453-5,453,math,False,True,9.99298,-6.63195,-0.43477,0.99995,0.00132,0.39299,-0.0,0.19696,1824,5973,-0.27176,7.79944
math-289-2,289,math,False,True,6.25387,2.69048,0.5378,0.99808,0.93646,0.6313,0.63903,0.13894,2828,7563,14.62913,10.45233
math-465-3,465,math,False,True,4.68269,-6.31455,0.54202,0.99083,0.00181,0.63228,-0.0,0.13869,1963,5457,0.98331,5.90585
math-209-8,209,math,False,True,6.66624,-4.69378,0.80897,0.99873,0.00907,0.69189,-0.0,0.12276,1232,3045,1.13755,8.0029
math-131-4,131,math,False,True,6.20575,-4.34412,0.40615,0.99799,0.01282,0.60016,-0.0,0.1468,4528,8577,-1.64428,5.59567
math-231-3,231,math,False,True,6.84554,-3.86441,0.64503,0.99894,0.02054,0.65589,-0.0,0.13254,3927,10609,15.72032,10.57001
math-331-2,331,math,False,True,2.43445,-4.35104,0.95834,0.91942,0.01273,0.72279,-0.0,0.11385,2013,4989,-0.42141,7.88748
math-391-2,391,math,False,True,-0.1771,0.86963,-1.15638,0.45584,0.70467,0.23933,-0.0,0.24002,5742,16754,18.93587,6.62584
math-441-5,441,math,False,True,15.06194,-18.66403,1.53551,1.0,0.0,0.82281,-0.0,0.07942,940,2232,2.67094,11.32082
math-414-1,414,math,False,True,10.46013,-13.39277,0.76632,0.99997,0.0,0.68272,-0.0,0.12531,466,1335,3.1852,11.44616
math-490-1,490,math,False,True,11.53143,-6.26502,0.82088,0.99999,0.0019,0.69442,-0.0,0.12205,3875,9558,16.21392,12.5001
math-264-7,264,math,False,True,3.63746,-3.04702,0.77974,0.97436,0.04535,0.68562,-0.0,0.12451,778,2240,2.09682,8.85221
math-384-4,384,math,False,False,-2.79894,-9.13397,0.86306,0.05738,0.00011,0.7033,-0.0,0.11954,1126,3146,1.05168,6.07659
math-57-6,57,math,False,False,-2.13375,2.60201,1.25206,0.10586,0.93099,0.77766,1.22753,0.09633,503,1299,1.76133,9.70822
math-129-7,129,math,False,True,6.99081,8.02599,-1.08507,0.99908,0.99967,0.25255,0.32508,0.23576,2823,8044,-2.28861,6.58727
math-300-7,300,math,True,True,16.48159,2.42996,0.13888,1.0,0.91908,0.53466,0.32508,0.16274,2073,6385,13.99017,10.86833
math-68-5,68,math,False,True,8.3251,-3.64639,-2.24073,0.99976,0.02542,0.09615,-0.0,0.30471,4722,16199,18.57336,6.42391
math-58-2,58,math,True,True,8.75795,-2.26313,0.86957,0.99984,0.09422,0.70466,0.32508,0.11915,1000,2526,2.82417,7.51461
math-112-5,112,math,False,True,10.93178,-4.79138,0.3628,0.99998,0.00823,0.58972,-0.0,0.14938,808,2503,3.03075,8.30596
math-494-1,494,math,True,True,15.35389,-9.1136,0.87166,1.0,0.00011,0.70509,-0.0,0.11902,2902,5774,15.89266,11.55413
math-57-4,57,math,False,True,1.50731,5.39812,1.24937,0.81866,0.9955,0.77719,1.22753,0.09649,527,1350,1.88932,9.73658
math-53-8,53,math,False,True,7.99083,-9.55307,0.96503,0.99966,7e-05,0.72413,-0.0,0.11345,922,2175,2.81015,11.68873
math-156-3,156,math,False,True,2.72243,-4.13433,-0.42009,0.93834,0.01576,0.3965,-0.0,0.19609,2199,6967,-0.73558,7.23062
math-66-5,66,math,False,True,2.78812,6.0759,-0.33859,0.94203,0.99771,0.41615,0.63903,0.19123,573,1688,2.85668,9.6469
math-119-3,119,math,False,True,5.03738,5.24697,0.87608,0.99355,0.99476,0.70601,0.94335,0.11876,6284,12232,-3.10897,5.1945
math-104-5,104,math,False,False,-37.15803,-5.46457,-1.02268,0.0,0.00422,0.26451,-0.0,0.23204,8192,4,-18.91685,-0.94295
math-74-5,74,math,False,True,8.62817,-7.33265,-0.37685,0.99982,0.00065,0.40689,-0.0,0.19351,825,2506,14.06679,11.93206
math-477-5,477,math,False,False,-3.47681,7.2431,0.38589,0.02998,0.99929,0.59529,0.63903,0.148,677,2070,2.29568,7.81389
math-157-7,157,math,False,False,-19.93034,5.3752,-0.96062,0.0,0.99539,0.27675,0.94335,0.22834,8192,4,-19.42387,-3.43281
math-112-3,112,math,False,True,7.89862,-8.31686,0.94473,0.99963,0.00024,0.72005,-0.0,0.11466,635,1853,3.24596,8.40648
math-23-8,23,math,False,True,-1.64089,2.62578,-1.83251,0.16234,0.9325,0.13794,-0.0,0.28035,4861,15659,-2.84419,4.90098
math-167-3,167,math,False,False,-24.12862,-6.66896,-2.85277,0.0,0.00127,0.05454,-0.0,0.34122,8192,4,-19.1705,-1.35713
math-277-1,277,math,False,True,7.22215,-2.11103,1.05191,0.99927,0.10803,0.74114,-0.0,0.10827,3439,8138,-1.68092,6.61788
math-438-4,438,math,False,True,9.45582,-9.40613,-1.78083,0.99992,8e-05,0.1442,-0.0,0.27727,2307,6676,18.16646,6.13038
math-458-4,458,math,False,True,7.67743,-6.6513,-0.28059,0.99954,0.00129,0.43031,-0.0,0.18777,185,611,3.44662,10.12095
math-367-8,367,math,True,True,11.09862,2.08822,0.64082,0.99998,0.88975,0.65494,0.63903,0.13279,3539,7721,-1.855,6.65465
math-379-6,379,math,False,True,1.66758,5.95348,1.16309,0.84125,0.99741,0.76189,0.94045,0.10164,1478,3405,0.44287,7.6337
math-263-3,263,math,False,True,7.78672,-9.08192,1.36652,0.99958,0.00011,0.79682,-0.0,0.0895,435,1027,4.90383,10.17478
math-272-7,272,math,False,False,-1.35619,4.22954,0.72704,0.20486,0.98565,0.67416,0.32508,0.12765,4197,7843,-0.12594,10.69453
math-383-6,383,math,False,False,-12.97074,9.17333,-0.86999,0.0,0.9999,0.29526,0.63903,0.22293,8192,4,-18.17048,-3.62962
math-490-8,490,math,False,True,12.16097,-4.95338,0.58777,0.99999,0.00701,0.64285,-0.0,0.13596,4060,10588,-2.31034,2.96136
math-165-2,165,math,False,True,11.40578,7.00491,1.24885,0.99999,0.99909,0.7771,0.32508,0.09652,5950,13451,15.39306,10.09171
math-39-0,39,math,False,True,6.5004,-4.1811,1.25137,0.9985,0.01505,0.77754,-0.0,0.09637,478,1311,4.0012,9.74678
math-413-7,413,math,False,False,-43.49153,-21.40357,-0.94973,0.0,0.0,0.27894,0.32508,0.22769,8192,4,-18.41106,-0.7922
math-33-2,33,math,False,True,4.09327,4.52292,-1.74995,0.98359,0.98926,0.14805,0.67301,0.27543,6370,21785,-3.14899,5.27271
math-407-5,407,math,False,True,14.72815,-11.3915,0.86335,1.0,1e-05,0.70336,-0.0,0.11952,776,1972,2.66516,9.67429
math-47-0,47,math,False,False,-2.22129,8.10181,-0.73141,0.09785,0.9997,0.32488,0.32508,0.21466,7506,19066,18.63417,6.83562
math-156-7,156,math,False,True,4.27972,-4.86272,-0.4192,0.98634,0.00767,0.39671,-0.0,0.19603,2374,7211,-0.95558,7.36603
math-249-1,249,math,False,False,-21.62422,28.40245,1.39976,0.0,1.0,0.80215,0.32508,0.08752,8192,4,-18.17864,-3.65337
math-59-2,59,math,False,True,1.82312,5.99809,0.46558,0.86094,0.99752,0.61434,0.32508,0.14325,1224,2583,0.21469,10.83369
math-11-0,11,math,False,True,1.9329,-3.14089,-0.23675,0.87357,0.04145,0.44109,-0.0,0.18515,7056,16655,-3.32465,5.58665
math-466-9,466,math,False,True,10.39487,-4.60986,0.39613,0.99997,0.00986,0.59776,-0.0,0.14739,1593,3984,0.24009,7.50316
math-278-6,278,math,False,True,7.79309,-6.82978,0.6072,0.99959,0.00108,0.6473,-0.0,0.1348,622,1980,3.24067,11.69717
math-89-0,89,math,False,False,-47.17612,-4.01093,-1.23391,0.0,0.01779,0.2255,-0.0,0.24464,8192,4,-19.38952,-2.19786
math-384-0,384,math,True,False,-2.5108,-6.81201,1.31661,0.0751,0.0011,0.78862,-0.0,0.09248,989,2629,1.16919,6.04106
math-3-6,3,math,False,True,9.90167,-5.8452,1.22078,0.99995,0.00289,0.7722,-0.0,0.09819,973,2229,-1.60576,1.55896
math-59-9,59,math,False,True,1.86063,5.71437,0.94328,0.86537,0.99671,0.71976,0.32508,0.11475,994,1831,0.19366,10.81173
math-90-3,90,math,False,True,1.75852,4.16954,1.50663,0.85302,0.98478,0.81856,0.94045,0.08114,1879,3600,-0.66903,7.92289
math-195-3,195,math,False,False,-33.04169,-1.42108,-0.04532,0.0,0.19449,0.48867,0.89795,0.17373,8192,4,-19.42873,-2.82488
math-494-5,494,math,False,True,10.09279,-9.2144,0.76728,0.99996,0.0001,0.68293,-0.0,0.12525,2371,4841,15.91474,11.55116
math-440-3,440,math,False,True,5.15365,-9.05942,0.79165,0.99425,0.00012,0.68819,-0.0,0.1238,3494,7968,0.10078,5.77666
math-202-1,202,math,False,True,3.81169,2.84451,0.50772,0.97837,0.94503,0.62427,0.32508,0.14074,2018,4785,1.35273,9.64569
math-256-1,256,math,False,False,-9.1698,11.54603,0.58131,0.0001,0.99999,0.64137,2.30259,0.13634,1917,5049,2.27433,10.00794
math-278-2,278,math,False,True,9.38644,-8.09608,0.46924,0.99992,0.0003,0.6152,-0.0,0.14303,534,1749,3.2456,11.66167
math-50-0,50,math,False,True,7.1423,-17.26914,1.49709,0.99921,0.0,0.81714,-0.0,0.08171,578,1541,5.21515,9.50737
math-406-5,406,math,False,False,-1.62175,6.07509,-0.39424,0.16496,0.99771,0.4027,0.32508,0.19455,1148,4367,1.88564,8.14795
math-33-4,33,math,False,False,-41.79344,19.26707,-1.30572,0.0,1.0,0.2132,0.67301,0.24892,8192,4,-18.16525,-0.35744
math-134-9,134,math,False,True,6.00283,4.7941,-0.55272,0.99753,0.99179,0.36523,0.32508,0.204,1546,4986,1.87861,8.5408
math-177-2,177,math,True,True,2.72351,-0.43108,0.6409,0.9384,0.39387,0.65496,0.32508,0.13279,1732,3786,-0.47795,8.66931
math-475-0,475,math,False,True,8.32218,-4.95585,1.07082,0.99976,0.00699,0.74475,-0.0,0.10714,1827,4229,-0.65661,8.11357
math-136-0,136,math,False,True,7.59404,-6.48593,0.6142,0.9995,0.00152,0.6489,-0.0,0.13438,1069,2883,0.93294,9.30421
math-313-9,313,math,False,True,8.7703,-3.45704,-0.0407,0.99984,0.03056,0.48983,-0.0,0.17345,495,1773,5.80836,9.72559
math-286-2,286,math,False,False,-45.60295,10.62225,-0.39744,0.0,0.99998,0.40193,0.32508,0.19474,8192,4,-18.23337,-0.32693
math-170-3,170,math,False,True,2.48944,5.47616,0.90425,0.9234,0.99583,0.71182,0.63903,0.11708,539,1580,3.18545,9.78008
math-203-0,203,math,False,True,5.50494,-6.85313,-0.47101,0.99595,0.00106,0.38438,-0.0,0.19913,1952,6263,-0.98156,7.46637
math-326-7,326,math,False,True,-1.99131,2.46008,-0.31319,0.12012,0.9213,0.42234,0.94045,0.18971,739,2150,2.46397,8.85146
math-42-5,42,math,False,False,-2.55436,6.03715,0.40405,0.07213,0.99762,0.59966,1.74807,0.14692,5085,12563,-2.53566,5.12848
math-162-2,162,math,False,True,12.96686,-17.12091,0.81217,1.0,0.0,0.69257,-0.0,0.12257,403,1001,4.16922,10.39383
